"PROMOTER_TYPE","SURVEY_RESPONSE_DATE","SURVEY_ID","LIKELIHOOD_TO_RECOMMEND","SUPPORT_SATISFACTION","TICKET_NUM"
"Detractor","2018-03-15","6797171","6","8","TS000139050"
"Promoter","2018-03-21","6897386","10","10","TS000150927"
"Promoter","2018-04-23","7352548","10","10","TS000181864"
"Promoter","2018-05-15","7919240","10","10","TS000801923"
"Detractor","2018-05-03","7620643","6","6","TS000807750"
"Detractor","2016-11-28","1004264","4","8","68311,999,760"
"Promoter","2017-12-14","5753726","10","10","69214,082,000"
"Passive","2016-11-22","927483","7","6","69218,011,724"
"Passive","2017-04-18","2222066","8","8","69681,300,624"
"Promoter","2017-12-13","5722384","10","10","70400,830,758"
"Detractor","2017-03-10","1734843","5","8","71057,180,846"
"Promoter","2017-06-20","3222603","9","5","71432,180,846"
"Passive","2016-11-19","906812","7","7","71488,650,758"
"Promoter","2018-01-05","5907676","10","10","72186,180,846"
"Promoter","2016-11-11","857180","10","10","73476,L6Q,000"
"Promoter","2017-01-23","1377350","9","9","75993,442,000"
"Promoter","2017-06-27","3334907","10","10","76576,821,821"
"Promoter","2017-02-14","1526600","10","10","77774,071,724"
"Promoter","2018-01-03","5845809","9","9","77851,L6Q,000"
"Promoter","2017-02-08","1453565","10","10","79791,082,000"
"Promoter","2018-04-23","7313346","10","10","79870,821,821"
"Passive","2017-06-26","3336277","7","7","80118,004,000"
"Promoter","2017-10-18","4794052","10","10","80420,001,726"
"Promoter","2018-01-29","6124718","10","10","81291,057,649"
"Passive","2017-06-08","2993352","7","10","81767,004,000"
"Promoter","2017-12-19","5786463","9","9","82102,841,758"
"Passive","2016-12-06","1036821","7","6","83883,695,760"
"Promoter","2016-12-20","1177038","10","10","84336,695,760"
"Promoter","2017-05-05","2424336","10","10","88113,227,000"
"Promoter","2017-03-12","1746289","10","10","88389,766,766"
"Passive","2017-10-30","4821025","8","9","88745,227,000"
"Promoter","2017-04-18","2255481","10","10","89263,077,724"
"Passive","2017-04-03","1985765","8","9","89307,211,788"
"Passive","2017-05-31","2826396","8","9","89425,077,724"
"Promoter","2016-12-08","1074985","10","10","90104,L6Q,000"
"Detractor","2017-06-29","3372777","1","5","90495,442,000"
"Promoter","2016-12-15","1148186","10","10","90654,227,000"
"Promoter","2018-03-21","6875995","9","10","90882,060,618"
"Passive","2017-08-15","3771563","8","7","90958,122,000"
"Promoter","2018-01-12","5971057","10","10","91396,004,000"
"Promoter","2016-10-10","651365","9","9","92735,300,624"
"Promoter","2017-06-14","3073455","9","9","93099,250,631"
"Passive","2018-02-02","6214087","7","10","93587,082,000"
"Promoter","2016-11-25","946970","10","10","93872,227,000"
"Detractor","2018-02-12","6300247","0","0","TS000029054"
"Promoter","2017-12-04","5631212","9","10","TS000045440"
"Promoter","2018-02-13","6282055","10","10","TS000063975"
"Detractor","2018-02-15","6350687","5","5","TS000085856"
"Promoter","2018-02-10","6244226","10","6","TS000090830"
"Promoter","2018-04-11","7219385","10","9","TS000169868"
"Promoter","2018-04-25","7520723","10","10","TS000825647"
"Promoter","2018-05-06","7810919","9","9","TS000867369"
"Promoter","2018-05-09","7920762","10","10","TS000870783"
"Promoter","2017-05-29","2845765","10","9","00467,839,839"
"Passive","2016-11-07","818916","7","8","01367,SGC,704"
"Promoter","2018-05-14","7947778","10","10","01497,227,000"
"Detractor","2017-01-04","1231101","4","8","01552,830,758"
"Promoter","2016-10-21","713084","10","10","02137,122,000"
"Promoter","2017-02-21","1578667","10","10","02200,830,758"
"Promoter","2016-11-01","817791","9","6","02663,124,848"
"Passive","2018-03-21","6894727","8","8","03019,L6Q,000"
"Passive","2016-10-08","624626","8","8","03639,000,852"
"Passive","2017-02-14","1504302","8","8","03789,124,848"
"Promoter","2017-10-12","4706610","9","9","03891,124,848"
"Promoter","2016-12-23","1191367","10","10","05929,830,758"
"Passive","2017-07-13","3495909","7","9","06902,999,724"
"Detractor","2016-10-12","675010","5","7","07047,657,760"
"Promoter","2017-03-20","1840175","9","","07639,442,000"
"Promoter","2017-06-26","3316178","9","9","07717,665,706"
"Detractor","2017-03-24","1837146","6","7","08671,442,000"
"Passive","2016-10-16","698355","8","9","09553,082,000"
"Promoter","2017-11-27","5519589","9","9","09676,67D,760"
"Promoter","2017-08-23","3993794","10","7","09888,024,649"
"Promoter","2017-09-27","4481718","10","10","09888,122,000"
"Promoter","2016-10-17","709950","9","9","10146,999,649"
"Promoter","2016-12-15","1142540","10","10","11060,227,000"
"Promoter","2017-01-04","1242408","10","10","12336,999,760"
"Passive","2017-02-21","1576531","8","9","12674,047,649"
"Promoter","2017-02-04","1431326","10","10","12708,227,000"
"Passive","2018-04-01","7047972","8","8","13223,635,760"
"Promoter","2018-02-01","6202215","10","10","13537,000,818"
"Detractor","2017-03-27","1911245","2","2","14164,227,000"
"Detractor","2018-01-10","5950577","0","0","14539,019,866"
"Passive","2017-07-24","3562772","8","7","00321,851,851"
"Passive","2018-02-19","6374964","8","8","00401,663,706"
"Passive","2017-03-06","1665043","7","9","00409,L6Q,000"
"Promoter","2017-05-18","2568860","9","9","00420,082,000"
"Detractor","2017-11-16","5278272","6","10","00497,033,724"
"Passive","2016-10-22","708895","8","10","00554,830,758"
"Promoter","2016-11-14","903257","10","10","00968,830,758"
"Promoter","2016-11-01","811594","10","9","01229,122,000"
"Promoter","2018-03-06","6616812","10","10","01746529"
"Promoter","2016-10-18","698035","9","9","02386,122,000"
"Promoter","2018-03-26","6963984","10","10","02501,L6Q,000"
"Passive","2017-05-06","2393896","7","6","02892,999,642"
"Detractor","2017-04-12","2051706","6","6","03606,69G,760"
"Promoter","2017-08-14","3770950","10","10","04399,999,724"
"Passive","2018-04-24","7411448","7","7","04894,136,672"
"Passive","2018-02-16","6361008","8","9","05329,057,649"
"Promoter","2016-11-04","815614","10","10","05372,830,758"
"Detractor","2017-03-20","1799310","0","0","05819,156,672"
"Promoter","2017-08-25","4007583","9","10","05880,122,000"
"Detractor","2017-03-13","1766152","3","3","06138,442,000"
"Promoter","2018-03-30","6964550","10","10","07552,122,000"
"Promoter","2017-08-08","3697170","10","10","08587,442,000"
"Detractor","2017-11-01","4918916","5","9","10041,033,724"
"Promoter","2016-11-04","816759","10","10","10518,999,649"
"Passive","2017-03-20","1838447","7","10","10838,635,760"
"Promoter","2017-10-06","4661874","10","10","15034,227,000"
"Detractor","2017-01-02","1238004","3","5","16149,000,858"
"Promoter","2016-10-24","758330","10","10","16360,442,000"
"Promoter","2016-11-18","899613","9","9","16426,122,000"
"Promoter","2018-01-08","5908405","10","10","18123,227,000"
"Detractor","2017-08-14","3743913","5","10","20037,004,000"
"Promoter","2016-10-11","661211","10","10","20582,704,704"
"Passive","2017-11-21","5352009","7","9","20678,112,848"
"Promoter","2018-01-03","5870946","10","10","23933,003,756"
"Promoter","2017-04-23","2255844","10","10","24218,999,760"
"Passive","2017-09-26","4412709","8","9","25220,659,760"
"Passive","2017-08-27","3993356","8","8","25303,000,834"
"Promoter","2016-10-17","714693","10","10","25309,442,000"
"Promoter","2017-07-05","3372612","9","9","26265,442,000"
"Promoter","2016-10-15","660752","10","10","26649,110,846"
"Promoter","2017-04-28","2367776","9","10","11693,999,834"
"Promoter","2018-04-05","7139673","10","10","12372,442,000"
"Detractor","2017-02-12","1480579","6","8","12667,999,760"
"Promoter","2017-02-23","1606403","10","10","12799,047,649"
"Promoter","2016-12-06","1054546","9","10","14258,999,678"
"Promoter","2017-02-21","1578243","10","10","15643,004,000"
"Promoter","2017-01-20","1323174","10","10","15732,L6Q,000"
"Promoter","2017-02-14","1523220","10","10","16081,077,649"
"Detractor","2017-11-30","5587629","6","5","16101,122,000"
"Passive","2017-10-03","4439712","8","8","17785,122,000"
"Promoter","2017-09-27","4481740","10","10","17884,000,858"
"Passive","2017-12-29","5870908","8","10","18030,227,000"
"Promoter","2017-06-05","2990718","10","10","19006,130,846"
"Promoter","2017-01-29","1410357","10","10","20512,003,756"
"Promoter","2017-05-10","2440086","10","10","20513,999,744"
"Detractor","2017-03-12","1748342","5","8","20594,999,760"
"Promoter","2018-04-30","7617919","9","9","26909,L6Q,000"
"Passive","2017-05-06","2393135","7","10","26942,999,760"
"Promoter","2017-05-22","2528537","10","10","29766,820,820"
"Passive","2017-02-24","1617596","8","8","31274,227,000"
"Promoter","2017-02-13","1521631","9","9","32884,999,000"
"Passive","2016-11-11","880388","8","8","33258,035,724"
"Passive","2018-01-11","5950696","8","8","33449,300,624"
"Promoter","2017-01-23","1371903","10","9","33568,227,000"
"Promoter","2017-03-27","1914871","10","10","33772,082,000"
"Detractor","2017-07-31","3588181","6","9","33914,999,760"
"Promoter","2017-09-21","4397521","9","9","33971,442,000"
"Promoter","2018-01-16","6002513","10","10","35195,227,000"
"Promoter","2017-12-05","5609468","10","10","35640,085,649"
"Passive","2017-04-03","1918038","8","8","36148,040,678"
"Passive","2017-08-25","3918850","8","9","36432,636,760"
"Passive","2018-04-26","7544369","8","9","37031,999,616"
"Promoter","2017-03-06","1695702","9","9","21612,082,000"
"Promoter","2017-08-15","3804270","9","10","22235,000,778"
"Passive","2016-11-25","974610","8","9","22342,000,661"
"Detractor","2017-01-20","1318322","0","0","22485,082,000"
"Passive","2017-04-06","2010437","8","8","23010,999,760"
"Passive","2016-12-02","1004396","8","8","25016,122,000"
"Passive","2018-02-13","6329119","7","10","25874,659,760"
"Promoter","2017-08-10","3758603","10","10","25979,118,672"
"Detractor","2016-10-10","644183","3","1","26190,004,000"
"Promoter","2017-07-10","3466836","9","7","27369,999,760"
"Passive","2016-11-08","796140","8","9","27923,075,724"
"Promoter","2018-02-06","6212633","10","10","29016,000,834"
"Passive","2018-02-15","6361204","8","9","30748,000,858"
"Promoter","2017-01-17","1297810","10","10","31005,227,000"
"Promoter","2017-07-03","3387546","9","10","31529,999,744"
"Passive","2017-05-14","2445736","8","8","38101,999,856"
"Promoter","2017-09-25","4439632","10","10","38116,004,000"
"Promoter","2017-01-20","1356600","10","10","38280,240,616"
"Passive","2017-10-30","4956183","7","7","38609,756,000"
"Promoter","2017-12-18","5721018","9","9","42913,999,744"
"Detractor","2017-10-26","4920606","0","0","44670,442,000"
"Promoter","2017-09-14","4257018","10","10","45661,999,744"
"Detractor","2017-07-16","3506107","0","0","46131,000,738"
"Promoter","2017-04-08","2015219","10","10","46727,004,000"
"Passive","2016-11-05","812714","7","7","47497,100,838"
"Promoter","2017-11-01","4990437","9","10","47651,004,000"
"Promoter","2017-12-19","5784739","10","10","49385,999,744"
"Promoter","2017-11-01","4991074","10","10","49461,999,672"
"Detractor","2017-11-29","5308299","5","4","49890,004,000"
"Promoter","2016-10-12","662706","9","9","50049,082,000"
"Promoter","2017-03-06","1702162","10","10","50921,227,000"
"Passive","2017-12-05","5629846","8","10","51131,300,838"
"Detractor","2017-04-25","2302115","0","0","51294,L6Q,000"
"Promoter","2017-04-17","2216413","10","10","51996,L6Q,000"
"Passive","2018-03-04","6513822","7","8","52587,644,760"
"Detractor","2017-10-26","4914157","0","0","530047"
"Promoter","2017-01-31","1430600","10","10","53388,228,631"
"Promoter","2016-11-04","842724","10","10","54171,L6Q,000"
"Promoter","2017-05-08","2442901","9","10","54332,228,631"
"Detractor","2017-12-27","5795802","5","8","544467"
"Promoter","2017-10-03","4325738","9","9","54765,661,706"
"Promoter","2017-05-19","2580617","9","10","59172,004,000"
"Promoter","2017-04-24","2319438","10","","60217,L6Q,000"
"Detractor","2017-08-07","3713318","5","10","62353,612,760"
"Promoter","2017-05-23","2723346","9","9","32202,000,796"
"Promoter","2016-12-19","1116161","9","9","32427,031,724"
"Promoter","2016-12-28","1213994","9","9","32602,999,618"
"Promoter","2017-02-06","1467039","10","5","34352,756,000"
"Promoter","2018-02-09","6268680","10","10","34579,035,724"
"Passive","2017-07-10","3464487","7","5","35010,L6Q,000"
"Promoter","2017-12-25","5784481","9","9","36623,001,862"
"Passive","2016-10-24","741318","8","8","36631,999,702"
"Passive","2017-08-13","3770616","8","8","37357,999,760"
"Promoter","2017-10-10","4661281","9","7","40418,442,000"
"Promoter","2016-11-30","934502","9","9","40420,442,000"
"Promoter","2018-03-09","6709721","10","10","41420,082,000"
"Detractor","2017-01-20","1353893","3","3","41502,122,000"
"Promoter","2017-11-10","5177638","10","10","43957,000,613"
"Promoter","2016-12-26","1206659","10","10","44387,122,000"
"Passive","2017-11-19","5308612","7","5","46590,634,760"
"Promoter","2018-01-22","6065311","10","10","47396,634,760"
"Promoter","2017-11-07","5111040","10","10","49695,999,672"
"Promoter","2016-12-12","1121185","9","9","50235,082,000"
"Passive","2017-01-25","1355084","7","7","50718,650,706"
"Detractor","2017-02-24","1582672","3","7","50922,217,631"
"Promoter","2017-04-24","2323265","10","10","51327,082,000"
"Detractor","2017-11-02","5080746","2","0","520222"
"Detractor","2017-04-17","2220687","4","7","52057,082,000"
"Promoter","2016-10-26","756199","10","10","52456,999,858"
"Promoter","2017-10-26","4914965","9","9","531075"
"Promoter","2017-03-09","1735382","10","9","53889,228,631"
"Detractor","2017-12-26","5825486","0","0","541979"
"Promoter","2017-01-16","1324666","9","9","54470,841,758"
"Promoter","2017-06-27","3334861","9","10","54730,800,624"
"Passive","2017-04-17","2218950","8","8","55109,633,760"
"Promoter","2017-07-09","3418521","10","10","56882,633,760"
"Promoter","2018-02-05","6231309","10","10","58709,999,760"
"Passive","2018-03-05","6616964","7","7","59214,999,760"
"Promoter","2016-12-26","1210366","10","10","60153,031,649"
"Passive","2016-10-16","682431","8","6","60256,L6Q,000"
"Promoter","2017-05-19","2582950","10","10","60595,442,000"
"Detractor","2017-02-01","1431818","0","10","62025,035,724"
"Passive","2017-11-21","5352603","8","9","62782,075,724"
"Promoter","2017-03-26","1844739","10","10","62812,672,760"
"Promoter","2016-11-01","803111","10","10","63204,999,760"
"Promoter","2017-08-01","3624759","9","9","63269,122,000"
"Promoter","2017-04-24","2319339","10","9","64758,227,000"
"Passive","2018-02-20","6376411","7","9","66007,999,631"
"Promoter","2018-03-29","7028889","10","10","66251,999,631"
"Promoter","2016-10-14","698220","10","10","67260,227,000"
"Promoter","2017-11-14","5177421","10","10","62860,665,706"
"Promoter","2016-10-21","714578","9","9","63323,L6Q,000"
"Detractor","2018-03-05","6617203","3","9","63642,674,760"
"Passive","2017-02-28","1629696","8","8","64186,999,866"
"Promoter","2017-11-29","5490852","9","9","65663,661,706"
"Promoter","2017-01-12","1290658","10","10","67481,082,000"
"Detractor","2017-01-16","1319770","0","0","68643,442,000"
"Promoter","2017-01-17","1323494","10","10","69446,821,821"
"Promoter","2018-04-03","7028957","9","9","71221,830,758"
"Detractor","2016-10-18","710062","3","3","74713,077,649"
"Promoter","2016-11-14","887498","10","10","75998,004,000"
"Passive","2017-10-17","4750004","7","8","76357,999,866"
"Detractor","2016-11-15","888273","2","2","76399,004,000"
"Promoter","2017-11-07","5117038","10","10","77143,442,000"
"Promoter","2017-05-12","2442898","10","10","77537,082,000"
"Promoter","2017-08-22","3918342","10","10","78316,082,000"
"Promoter","2017-02-20","1583492","10","10","78384,442,000"
"Promoter","2017-11-29","5562060","10","10","78788,442,000"
"Promoter","2018-03-26","6915523","10","10","80404,227,000"
"Promoter","2018-02-21","6441732","10","10","80474,057,649"
"Promoter","2017-06-19","3256985","10","10","80618,841,758"
"Detractor","2016-12-13","1116294","5","10","84143,L6Q,000"
"Promoter","2017-12-20","5738881","9","10","85206,011,724"
"Passive","2016-12-25","1198846","8","8","85588,124,672"
"Promoter","2016-12-21","1156024","10","10","86168,100,838"
"Promoter","2017-11-21","5352891","10","9","86612,999,864"
"Passive","2018-03-19","6852228","7","7","88385,122,000"
"Promoter","2018-03-28","7007800","9","10","88535,122,000"
"Promoter","2017-05-09","2442609","10","9","89745,077,724"
"Promoter","2018-01-15","6004332","10","10","90074,082,000"
